agency_cd,site_no,datetime,gage_height,qual_code
USGS,10337000,2/1/68,7.7,A
USGS,10337000,2/2/68,7.7,A
USGS,10337000,2/3/68,7.7,A
USGS,10337000,2/4/68,7.7,A
USGS,10337000,2/5/68,7.69,A
USGS,10337000,2/6/68,7.69,A
USGS,10337000,2/7/68,7.69,A
USGS,10337000,2/8/68,7.71,A
USGS,10337000,2/9/68,7.74,A
USGS,10337000,2/10/68,7.73,A
USGS,10337000,2/11/68,7.73,A
USGS,10337000,2/12/68,7.76,A
USGS,10337000,2/13/68,7.76,A
USGS,10337000,2/14/68,7.76,A
USGS,10337000,2/15/68,7.74,A
USGS,10337000,2/16/68,7.77,A
USGS,10337000,2/17/68,7.79,A
USGS,10337000,2/18/68,7.8,A
USGS,10337000,2/19/68,7.89,A
USGS,10337000,2/20/68,7.94,A
USGS,10337000,2/21/68,7.98,A
USGS,10337000,2/22/68,8.01,A
USGS,10337000,2/23/68,8.04,A
USGS,10337000,2/24/68,8.06,A
USGS,10337000,2/25/68,8.06,A
USGS,10337000,2/26/68,8.07,A
USGS,10337000,2/27/68,8.08,A
USGS,10337000,2/28/68,8.08,A
USGS,10337000,2/29/68,8.08,A
USGS,10337000,3/1/68,8.1,A
USGS,10337000,3/2/68,8.11,A
USGS,10337000,3/3/68,8.12,A
USGS,10337000,3/4/68,8.11,A
USGS,10337000,3/5/68,8.12,A
USGS,10337000,3/6/68,8.12,A
USGS,10337000,3/7/68,8.14,A
USGS,10337000,3/8/68,8.2,A
USGS,10337000,3/9/68,8.2,A
USGS,10337000,3/10/68,8.19,A
USGS,10337000,3/11/68,8.2,A
USGS,10337000,3/12/68,8.19,A
USGS,10337000,3/13/68,8.23,A
USGS,10337000,3/14/68,8.23,A
USGS,10337000,3/15/68,8.22,A
USGS,10337000,3/16/68,8.29,A
USGS,10337000,3/17/68,8.27,A
USGS,10337000,3/18/68,8.27,A
USGS,10337000,3/19/68,8.27,A
USGS,10337000,3/20/68,8.26,A
USGS,10337000,3/21/68,8.26,A
USGS,10337000,3/22/68,8.25,A
USGS,10337000,3/23/68,8.25,A
USGS,10337000,3/24/68,8.25,A
USGS,10337000,3/25/68,8.24,A
USGS,10337000,3/26/68,8.24,A
USGS,10337000,3/27/68,8.24,A
USGS,10337000,3/28/68,8.25,A
USGS,10337000,3/29/68,8.25,A
USGS,10337000,3/30/68,8.26,A
USGS,10337000,3/31/68,8.25,A
USGS,10337000,4/1/68,8.27,A
USGS,10337000,4/2/68,8.28,A
USGS,10337000,4/3/68,8.28,A
USGS,10337000,4/4/68,8.28,A
USGS,10337000,4/5/68,8.3,A
USGS,10337000,4/6/68,8.29,A
USGS,10337000,4/7/68,8.3,A
USGS,10337000,4/8/68,8.3,A
USGS,10337000,4/9/68,8.3,A
USGS,10337000,4/10/68,8.31,A
USGS,10337000,4/11/68,8.31,A
USGS,10337000,4/12/68,8.31,A
USGS,10337000,4/13/68,8.32,A
USGS,10337000,4/14/68,8.33,A
USGS,10337000,4/15/68,8.32,A
USGS,10337000,4/16/68,8.32,A
USGS,10337000,4/17/68,8.32,A
USGS,10337000,4/18/68,8.32,A
USGS,10337000,4/19/68,8.32,A
USGS,10337000,4/20/68,8.31,A
USGS,10337000,4/21/68,8.32,A
USGS,10337000,4/22/68,8.3,A
USGS,10337000,4/23/68,8.29,A
USGS,10337000,4/24/68,8.3,A
USGS,10337000,4/25/68,8.3,A
USGS,10337000,4/26/68,8.31,A
USGS,10337000,4/27/68,8.32,A
USGS,10337000,4/28/68,8.32,A
USGS,10337000,4/29/68,8.32,A
USGS,10337000,4/30/68,8.32,A
USGS,10337000,5/1/68,8.33,A
USGS,10337000,5/2/68,8.34,A
USGS,10337000,5/3/68,8.36,A
USGS,10337000,5/4/68,8.37,A
USGS,10337000,5/5/68,8.37,A
USGS,10337000,5/6/68,8.38,A
USGS,10337000,5/7/68,8.39,A
USGS,10337000,5/8/68,8.4,A
USGS,10337000,5/9/68,8.41,A
USGS,10337000,5/10/68,8.41,A
USGS,10337000,5/11/68,8.46,A
USGS,10337000,5/12/68,8.47,A
USGS,10337000,5/13/68,8.49,A
USGS,10337000,5/14/68,8.51,A
USGS,10337000,5/15/68,8.52,A
USGS,10337000,5/16/68,8.52,A
USGS,10337000,5/17/68,8.53,A
USGS,10337000,5/18/68,8.53,A
USGS,10337000,5/19/68,8.55,A
USGS,10337000,5/20/68,8.55,A
USGS,10337000,5/21/68,8.55,A
USGS,10337000,5/22/68,8.56,A
USGS,10337000,5/23/68,8.57,A
USGS,10337000,5/24/68,8.56,A
USGS,10337000,5/25/68,8.57,A
USGS,10337000,5/26/68,8.59,A
USGS,10337000,5/27/68,8.6,A
USGS,10337000,5/28/68,8.61,A
USGS,10337000,5/29/68,8.62,A
USGS,10337000,5/30/68,8.64,A
USGS,10337000,5/31/68,8.65,A
USGS,10337000,6/1/68,8.66,A
USGS,10337000,6/2/68,8.67,A
USGS,10337000,6/3/68,8.68,A
USGS,10337000,6/4/68,8.68,A
USGS,10337000,6/5/68,8.68,A
USGS,10337000,6/6/68,8.7,A
USGS,10337000,6/7/68,8.7,A
USGS,10337000,6/8/68,8.71,A
USGS,10337000,6/9/68,8.73,A
USGS,10337000,6/10/68,8.73,A
USGS,10337000,6/11/68,8.71,A
USGS,10337000,6/12/68,8.71,A
USGS,10337000,6/13/68,8.71,A
USGS,10337000,6/14/68,8.72,A
USGS,10337000,6/15/68,8.72,A
USGS,10337000,6/16/68,8.73,A
USGS,10337000,6/17/68,8.73,A
USGS,10337000,6/18/68,8.73,A
USGS,10337000,6/19/68,8.73,A
USGS,10337000,6/20/68,8.72,A
USGS,10337000,6/21/68,8.72,A
USGS,10337000,6/22/68,8.72,A
USGS,10337000,6/23/68,8.73,A
USGS,10337000,6/24/68,8.72,A
USGS,10337000,6/25/68,8.7,A
USGS,10337000,6/26/68,8.72,A
USGS,10337000,6/27/68,8.69,A
USGS,10337000,6/28/68,8.64,A
USGS,10337000,6/29/68,8.66,A
USGS,10337000,6/30/68,8.62,A
USGS,10337000,7/1/68,8.64,A
USGS,10337000,7/2/68,8.63,A
USGS,10337000,7/3/68,8.6,A
USGS,10337000,7/4/68,8.61,A
USGS,10337000,7/5/68,8.6,A
USGS,10337000,7/6/68,8.6,A
USGS,10337000,7/7/68,8.6,A
USGS,10337000,7/8/68,8.57,A
USGS,10337000,7/9/68,8.56,A
USGS,10337000,7/10/68,8.54,A
USGS,10337000,7/11/68,8.52,A
USGS,10337000,7/12/68,8.49,A
USGS,10337000,7/13/68,8.47,A
USGS,10337000,7/14/68,8.47,A
USGS,10337000,7/15/68,8.46,A
USGS,10337000,7/16/68,8.44,A
USGS,10337000,7/17/68,8.44,A
USGS,10337000,7/18/68,8.42,A
USGS,10337000,7/19/68,8.41,A
USGS,10337000,7/20/68,8.4,A
USGS,10337000,7/21/68,8.37,A
USGS,10337000,7/22/68,8.37,A
USGS,10337000,7/23/68,8.35,A
USGS,10337000,7/24/68,8.34,A
USGS,10337000,7/25/68,8.32,A
USGS,10337000,7/26/68,8.31,A
USGS,10337000,7/27/68,8.3,A
USGS,10337000,7/28/68,8.28,A
USGS,10337000,7/29/68,8.27,A
USGS,10337000,7/30/68,8.27,A
USGS,10337000,7/31/68,8.28,A
USGS,10337000,8/1/68,8.26,A
USGS,10337000,8/2/68,8.25,A
USGS,10337000,8/3/68,8.22,A
USGS,10337000,8/4/68,8.21,A
USGS,10337000,8/5/68,8.19,A
USGS,10337000,8/6/68,8.19,A
USGS,10337000,8/7/68,8.18,A
USGS,10337000,8/8/68,8.16,A
USGS,10337000,8/9/68,8.16,A
USGS,10337000,8/10/68,8.12,A
USGS,10337000,8/11/68,8.1,A
USGS,10337000,8/12/68,8.08,A
USGS,10337000,8/13/68,8.03,A
USGS,10337000,8/14/68,8.03,A
USGS,10337000,8/15/68,7.98,A
USGS,10337000,8/16/68,7.98,A
USGS,10337000,8/17/68,7.9,A
USGS,10337000,8/18/68,7.93,A
USGS,10337000,8/19/68,7.89,A
USGS,10337000,8/20/68,7.85,A
USGS,10337000,8/21/68,7.83,A
USGS,10337000,8/22/68,7.83,A
USGS,10337000,8/23/68,7.8,A
USGS,10337000,8/24/68,7.78,A
USGS,10337000,8/25/68,7.76,A
USGS,10337000,8/26/68,7.73,A
USGS,10337000,8/27/68,7.73,A
USGS,10337000,8/28/68,7.71,A
USGS,10337000,8/29/68,7.7,A
USGS,10337000,8/30/68,7.7,A
USGS,10337000,8/31/68,7.7,A
USGS,10337000,9/1/68,7.68,A
USGS,10337000,9/2/68,7.68,A
USGS,10337000,9/3/68,7.66,A
USGS,10337000,9/4/68,7.66,A
USGS,10337000,9/5/68,7.65,A
USGS,10337000,9/6/68,7.64,A
USGS,10337000,9/7/68,7.64,A
USGS,10337000,9/8/68,7.63,A
USGS,10337000,9/9/68,7.62,A
USGS,10337000,9/10/68,7.61,A
USGS,10337000,9/11/68,7.6,A
USGS,10337000,9/12/68,7.6,A
USGS,10337000,9/13/68,7.55,A
USGS,10337000,9/14/68,7.54,A
USGS,10337000,9/15/68,7.53,A
USGS,10337000,9/16/68,7.5,A
USGS,10337000,9/17/68,7.5,A
USGS,10337000,9/18/68,7.46,A
USGS,10337000,9/19/68,7.45,A
USGS,10337000,9/20/68,7.4,A
USGS,10337000,9/21/68,7.41,A
USGS,10337000,9/22/68,7.37,A
USGS,10337000,9/23/68,7.36,A
USGS,10337000,9/24/68,7.35,A
USGS,10337000,9/25/68,7.34,A
USGS,10337000,9/26/68,7.34,A
USGS,10337000,9/27/68,7.33,A
USGS,10337000,9/28/68,7.35,A
USGS,10337000,9/29/68,7.3,A
USGS,10337000,9/30/68,7.28,A
USGS,10337000,10/1/68,7.27,A
USGS,10337000,10/2/68,7.24,A
USGS,10337000,10/3/68,7.25,A
USGS,10337000,10/4/68,7.21,A
USGS,10337000,10/5/68,7.2,A
USGS,10337000,10/6/68,7.18,A
USGS,10337000,10/7/68,7.14,A
USGS,10337000,10/8/68,7.13,A
USGS,10337000,10/9/68,7.12,A
USGS,10337000,10/10/68,7.1,A
USGS,10337000,10/11/68,7.06,A
USGS,10337000,10/12/68,7.07,A
USGS,10337000,10/13/68,7.05,A
USGS,10337000,10/14/68,7.06,A
USGS,10337000,10/15/68,7.03,A
USGS,10337000,10/16/68,7.04,A
USGS,10337000,10/17/68,7.01,A
USGS,10337000,10/18/68,7.02,A
USGS,10337000,10/19/68,6.98,A
USGS,10337000,10/20/68,6.99,A
USGS,10337000,10/21/68,6.96,A
USGS,10337000,10/22/68,6.97,A
USGS,10337000,10/23/68,6.95,A
USGS,10337000,10/24/68,6.96,A
USGS,10337000,10/25/68,6.95,A
USGS,10337000,10/26/68,6.95,A
USGS,10337000,10/27/68,6.94,A
USGS,10337000,10/28/68,6.92,A
USGS,10337000,10/29/68,6.92,A
USGS,10337000,10/30/68,6.87,A
USGS,10337000,10/31/68,6.88,A
USGS,10337000,11/1/68,6.85,A
USGS,10337000,11/2/68,6.94,A
USGS,10337000,11/3/68,6.97,A
USGS,10337000,11/4/68,6.97,A
USGS,10337000,11/5/68,6.95,A
USGS,10337000,11/6/68,6.93,A
USGS,10337000,11/7/68,6.94,A
USGS,10337000,11/8/68,6.94,A
USGS,10337000,11/9/68,6.92,A
USGS,10337000,11/10/68,6.91,A
USGS,10337000,11/11/68,6.91,A
USGS,10337000,11/12/68,6.96,A
USGS,10337000,11/13/68,6.94,A
USGS,10337000,11/14/68,6.95,A
USGS,10337000,11/15/68,6.95,A
USGS,10337000,11/16/68,6.94,A
USGS,10337000,11/17/68,6.94,A
USGS,10337000,11/18/68,6.95,A
USGS,10337000,11/19/68,6.96,A
USGS,10337000,11/20/68,6.96,A
USGS,10337000,11/21/68,6.94,A
USGS,10337000,11/22/68,6.95,A
USGS,10337000,11/23/68,6.94,A
USGS,10337000,11/24/68,6.95,A
USGS,10337000,11/25/68,6.96,A
USGS,10337000,11/26/68,6.94,A
USGS,10337000,11/27/68,6.94,A
USGS,10337000,11/28/68,6.88,A
USGS,10337000,11/29/68,6.85,A
USGS,10337000,11/30/68,6.88,A
USGS,10337000,12/1/68,6.88,A
USGS,10337000,12/2/68,6.87,A
USGS,10337000,12/3/68,6.88,A
USGS,10337000,12/4/68,6.87,A
USGS,10337000,12/5/68,6.84,A
USGS,10337000,12/6/68,6.86,A
USGS,10337000,12/7/68,6.79,A
USGS,10337000,12/8/68,6.83,A
USGS,10337000,12/9/68,6.78,A
USGS,10337000,12/10/68,6.84,A
USGS,10337000,12/11/68,6.89,A
USGS,10337000,12/12/68,6.87,A
USGS,10337000,12/13/68,6.83,A
USGS,10337000,12/14/68,6.85,A
USGS,10337000,12/15/68,6.95,A
USGS,10337000,12/16/68,6.94,A
USGS,10337000,12/17/68,6.93,A
USGS,10337000,12/18/68,6.9,A
USGS,10337000,12/19/68,6.92,A
USGS,10337000,12/20/68,6.9,A
USGS,10337000,12/21/68,6.9,A
USGS,10337000,12/22/68,6.85,A
USGS,10337000,12/23/68,6.88,A
USGS,10337000,12/24/68,6.97,A
USGS,10337000,12/25/68,7.08,A
USGS,10337000,12/26/68,7.08,A
USGS,10337000,12/27/68,7.03,A
USGS,10337000,12/28/68,7.07,A
USGS,10337000,12/29/68,7.06,A
USGS,10337000,12/30/68,7.07,A
USGS,10337000,12/31/68,7.03,A
USGS,10337000,1/1/69,7.06,A
USGS,10337000,1/2/69,7.06,A
USGS,10337000,1/3/69,7.04,A
USGS,10337000,1/4/69,7.04,A
USGS,10337000,1/5/69,7.04,A
USGS,10337000,1/6/69,7.03,A
USGS,10337000,1/7/69,6.97,A
USGS,10337000,1/8/69,7,A
USGS,10337000,1/9/69,6.96,A
USGS,10337000,1/10/69,6.93,A
USGS,10337000,1/11/69,6.97,A
USGS,10337000,1/12/69,6.92,A
USGS,10337000,1/13/69,7.09,A
USGS,10337000,1/14/69,7.09,A
USGS,10337000,1/15/69,7.1,A
USGS,10337000,1/16/69,7.08,A
USGS,10337000,1/17/69,7.09,A
USGS,10337000,1/18/69,7.13,A
USGS,10337000,1/19/69,7.29,A
USGS,10337000,1/20/69,7.55,A
USGS,10337000,1/21/69,7.76,A
USGS,10337000,1/22/69,7.77,A
USGS,10337000,1/23/69,7.8,A
USGS,10337000,1/24/69,7.87,A
USGS,10337000,1/25/69,8.07,A
USGS,10337000,1/26/69,8.19,A
USGS,10337000,1/27/69,8.13,A
USGS,10337000,1/28/69,8.2,A
USGS,10337000,1/29/69,8.21,A
USGS,10337000,1/30/69,8.22,A
USGS,10337000,1/31/69,8.22,A
USGS,10337000,2/1/69,8.21,A
USGS,10337000,2/2/69,8.21,A
USGS,10337000,2/3/69,8.21,A
USGS,10337000,2/4/69,8.2,A
USGS,10337000,2/5/69,8.3,A
USGS,10337000,2/6/69,8.28,A
USGS,10337000,2/7/69,8.28,A
USGS,10337000,2/8/69,8.28,A
USGS,10337000,2/9/69,8.24,A
USGS,10337000,2/10/69,8.23,A
USGS,10337000,2/11/69,8.22,A
USGS,10337000,2/12/69,8.2,A
USGS,10337000,2/13/69,8.17,A
USGS,10337000,2/14/69,8.18,A
USGS,10337000,2/15/69,8.28,A
USGS,10337000,2/16/69,8.25,A
USGS,10337000,2/17/69,8.23,A
USGS,10337000,2/18/69,8.21,A
USGS,10337000,2/19/69,8.19,A
USGS,10337000,2/20/69,8.2,A
USGS,10337000,2/21/69,8.17,A
USGS,10337000,2/22/69,8.13,A
USGS,10337000,2/23/69,8.13,A
USGS,10337000,2/24/69,8.25,A
USGS,10337000,2/25/69,8.23,A
USGS,10337000,2/26/69,8.22,A
USGS,10337000,2/27/69,8.22,A
USGS,10337000,2/28/69,8.17,A
USGS,10337000,3/1/69,8.16,A
USGS,10337000,3/2/69,8.15,A
USGS,10337000,3/3/69,8.12,A
USGS,10337000,3/4/69,8.1,A
USGS,10337000,3/5/69,8.1,A
USGS,10337000,3/6/69,8.06,A
USGS,10337000,3/7/69,8.03,A
USGS,10337000,3/8/69,8,A
USGS,10337000,3/9/69,8,A
USGS,10337000,3/10/69,7.98,A
USGS,10337000,3/11/69,7.94,A
USGS,10337000,3/12/69,7.92,A
USGS,10337000,3/13/69,7.88,A
USGS,10337000,3/14/69,7.86,A
USGS,10337000,3/15/69,7.84,A
USGS,10337000,3/16/69,7.8,A
USGS,10337000,3/17/69,7.77,A
USGS,10337000,3/18/69,7.76,A
USGS,10337000,3/19/69,7.73,A
USGS,10337000,3/20/69,7.71,A
USGS,10337000,3/21/69,7.72,A
USGS,10337000,3/22/69,7.69,A
USGS,10337000,3/23/69,7.66,A
USGS,10337000,3/24/69,7.63,A
USGS,10337000,3/25/69,7.61,A
USGS,10337000,3/26/69,7.6,A
USGS,10337000,3/27/69,7.58,A
USGS,10337000,3/28/69,7.56,A
USGS,10337000,3/29/69,7.53,A
USGS,10337000,3/30/69,7.51,A
USGS,10337000,3/31/69,7.48,A
USGS,10337000,4/1/69,7.49,A
USGS,10337000,4/2/69,7.46,A
USGS,10337000,4/3/69,7.45,A
USGS,10337000,4/4/69,7.38,A
USGS,10337000,4/5/69,7.48,A
USGS,10337000,4/6/69,7.45,A
USGS,10337000,4/7/69,7.45,A
USGS,10337000,4/8/69,7.45,A
USGS,10337000,4/9/69,7.43,A
USGS,10337000,4/10/69,7.4,A
USGS,10337000,4/11/69,7.4,A
USGS,10337000,4/12/69,7.36,A
USGS,10337000,4/13/69,7.35,A
USGS,10337000,4/14/69,7.35,A
USGS,10337000,4/15/69,7.34,A
USGS,10337000,4/16/69,7.33,A
USGS,10337000,4/17/69,7.29,A
USGS,10337000,4/18/69,7.32,A
USGS,10337000,4/19/69,7.32,A
USGS,10337000,4/20/69,7.32,A
USGS,10337000,4/21/69,7.33,A
USGS,10337000,4/22/69,7.28,A
USGS,10337000,4/23/69,7.4,A
USGS,10337000,4/24/69,7.43,A
USGS,10337000,4/25/69,7.45,A
USGS,10337000,4/26/69,7.43,A
USGS,10337000,4/27/69,7.43,A
USGS,10337000,4/28/69,7.4,A
USGS,10337000,4/29/69,7.4,A
USGS,10337000,4/30/69,7.39,A
USGS,10337000,5/1/69,7.42,A
USGS,10337000,5/2/69,7.45,A
USGS,10337000,5/3/69,7.45,A
USGS,10337000,5/4/69,7.46,A
USGS,10337000,5/5/69,7.47,A
USGS,10337000,5/6/69,7.49,A
USGS,10337000,5/7/69,7.51,A
USGS,10337000,5/8/69,7.55,A
USGS,10337000,5/9/69,7.58,A
USGS,10337000,5/10/69,7.65,A
USGS,10337000,5/11/69,7.7,A
USGS,10337000,5/12/69,7.76,A
USGS,10337000,5/13/69,7.8,A
USGS,10337000,5/14/69,7.84,A
USGS,10337000,5/15/69,7.89,A
USGS,10337000,5/16/69,7.94,A
USGS,10337000,5/17/69,7.98,A
USGS,10337000,5/18/69,8.03,A
USGS,10337000,5/19/69,8.07,A
USGS,10337000,5/20/69,8.12,A
USGS,10337000,5/21/69,8.14,A
USGS,10337000,5/22/69,8.21,A
USGS,10337000,5/23/69,8.26,A
USGS,10337000,5/24/69,8.3,A
USGS,10337000,5/25/69,8.4,A
USGS,10337000,5/26/69,8.45,A
USGS,10337000,5/27/69,8.45,A
USGS,10337000,5/28/69,8.49,A
USGS,10337000,5/29/69,8.53,A
USGS,10337000,5/30/69,8.57,A
USGS,10337000,5/31/69,8.62,A
USGS,10337000,6/1/69,8.66,A
USGS,10337000,6/2/69,8.69,A
USGS,10337000,6/3/69,8.73,A
USGS,10337000,6/4/69,8.77,A
USGS,10337000,6/5/69,8.8,A
USGS,10337000,6/6/69,8.84,A
USGS,10337000,6/7/69,8.86,A
USGS,10337000,6/8/69,8.92,A
USGS,10337000,6/9/69,8.9,A
USGS,10337000,6/10/69,8.9,A
USGS,10337000,6/11/69,8.92,A
USGS,10337000,6/12/69,8.92,A
USGS,10337000,6/13/69,8.92,A
USGS,10337000,6/14/69,8.95,A
USGS,10337000,6/15/69,8.98,A
USGS,10337000,6/16/69,9.01,A
USGS,10337000,6/17/69,9.02,A
USGS,10337000,6/18/69,9.03,A
USGS,10337000,6/19/69,9.03,A
USGS,10337000,6/20/69,9.01,A
USGS,10337000,6/21/69,9,A
USGS,10337000,6/22/69,8.98,A
USGS,10337000,6/23/69,8.95,A
USGS,10337000,6/24/69,8.93,A
USGS,10337000,6/25/69,8.89,A
USGS,10337000,6/26/69,8.86,A
USGS,10337000,6/27/69,8.83,A
USGS,10337000,6/28/69,8.83,A
USGS,10337000,6/29/69,8.8,A
USGS,10337000,6/30/69,8.79,A
USGS,10337000,7/1/69,8.74,A
USGS,10337000,7/2/69,8.71,A
USGS,10337000,7/3/69,8.71,A
USGS,10337000,7/4/69,8.7,A
USGS,10337000,7/5/69,8.71,A
USGS,10337000,7/6/69,8.71,A
USGS,10337000,7/7/69,8.71,A
USGS,10337000,7/8/69,8.71,A
USGS,10337000,7/9/69,8.72,A
USGS,10337000,7/10/69,8.74,A
USGS,10337000,7/11/69,8.74,A
USGS,10337000,7/12/69,8.74,A
USGS,10337000,7/13/69,8.75,A
USGS,10337000,7/14/69,8.74,A
USGS,10337000,7/15/69,8.76,A
USGS,10337000,7/16/69,8.76,A
USGS,10337000,7/17/69,8.77,A
USGS,10337000,7/18/69,8.77,A
USGS,10337000,7/19/69,8.78,A
USGS,10337000,7/20/69,8.78,A
USGS,10337000,7/21/69,8.79,A
USGS,10337000,7/22/69,8.79,A
USGS,10337000,7/23/69,8.8,A
USGS,10337000,7/24/69,8.78,A
USGS,10337000,7/25/69,8.78,A
USGS,10337000,7/26/69,8.77,A
USGS,10337000,7/27/69,8.76,A
USGS,10337000,7/28/69,8.75,A
USGS,10337000,7/29/69,8.73,A
USGS,10337000,7/30/69,8.72,A
USGS,10337000,7/31/69,8.7,A
USGS,10337000,8/1/69,8.7,A
USGS,10337000,8/2/69,8.69,A
USGS,10337000,8/3/69,8.68,A
USGS,10337000,8/4/69,8.67,A
USGS,10337000,8/5/69,8.65,A
USGS,10337000,8/6/69,8.65,A
USGS,10337000,8/7/69,8.63,A
USGS,10337000,8/8/69,8.63,A
USGS,10337000,8/9/69,8.6,A
USGS,10337000,8/10/69,8.59,A
USGS,10337000,8/11/69,8.56,A
USGS,10337000,8/12/69,8.55,A
USGS,10337000,8/13/69,8.54,A
USGS,10337000,8/14/69,8.51,A
USGS,10337000,8/15/69,8.49,A
USGS,10337000,8/16/69,8.47,A
USGS,10337000,8/17/69,8.45,A
USGS,10337000,8/18/69,8.42,A
USGS,10337000,8/19/69,8.41,A
USGS,10337000,8/20/69,8.41,A
USGS,10337000,8/21/69,8.39,A
USGS,10337000,8/22/69,8.39,A
USGS,10337000,8/23/69,8.39,A
USGS,10337000,8/24/69,8.34,A
USGS,10337000,8/25/69,8.32,A
USGS,10337000,8/26/69,8.3,A
USGS,10337000,8/27/69,8.28,A
USGS,10337000,8/28/69,8.25,A
USGS,10337000,8/29/69,8.23,A
USGS,10337000,8/30/69,8.23,A
USGS,10337000,8/31/69,8.21,A
USGS,10337000,9/1/69,8.2,A
USGS,10337000,9/2/69,8.19,A
USGS,10337000,9/3/69,8.17,A
USGS,10337000,9/4/69,8.13,A
USGS,10337000,9/5/69,8.13,A
USGS,10337000,9/6/69,8.12,A
USGS,10337000,9/7/69,8.12,A
USGS,10337000,9/8/69,8.1,A
USGS,10337000,9/9/69,8.09,A
USGS,10337000,9/10/69,8.09,A
USGS,10337000,9/11/69,8.07,A
USGS,10337000,9/12/69,8.05,A
USGS,10337000,9/13/69,8.02,A
USGS,10337000,9/14/69,8,A
USGS,10337000,9/15/69,7.97,A
USGS,10337000,9/16/69,7.95,A
USGS,10337000,9/17/69,7.92,A
USGS,10337000,9/18/69,7.9,A
USGS,10337000,9/19/69,7.87,A
USGS,10337000,9/20/69,7.86,A
USGS,10337000,9/21/69,7.83,A
USGS,10337000,9/22/69,7.84,A
USGS,10337000,9/23/69,7.82,A
USGS,10337000,9/24/69,7.8,A
USGS,10337000,9/25/69,7.82,A
USGS,10337000,9/26/69,7.78,A
USGS,10337000,9/27/69,7.77,A
USGS,10337000,9/28/69,7.77,A
USGS,10337000,9/29/69,7.75,A
USGS,10337000,9/30/69,7.73,A
USGS,10337000,10/1/69,7.7,A
USGS,10337000,10/2/69,7.67,A
USGS,10337000,10/3/69,7.63,A
USGS,10337000,10/4/69,7.62,A
USGS,10337000,10/5/69,7.59,A
USGS,10337000,10/6/69,7.58,A
USGS,10337000,10/7/69,7.55,A
USGS,10337000,10/8/69,7.55,A
USGS,10337000,10/9/69,7.48,A
USGS,10337000,10/10/69,7.5,A
USGS,10337000,10/11/69,7.43,A
USGS,10337000,10/12/69,7.42,A
USGS,10337000,10/13/69,7.38,A
USGS,10337000,10/14/69,7.38,A
USGS,10337000,10/15/69,7.42,A
USGS,10337000,10/16/69,7.49,A
USGS,10337000,10/17/69,7.47,A
USGS,10337000,10/18/69,7.45,A
USGS,10337000,10/19/69,7.45,A
USGS,10337000,10/20/69,7.42,A
USGS,10337000,10/21/69,7.4,A
USGS,10337000,10/22/69,7.4,A
USGS,10337000,10/23/69,7.4,A
USGS,10337000,10/24/69,7.39,A
USGS,10337000,10/25/69,7.38,A
USGS,10337000,10/26/69,7.35,A
USGS,10337000,10/27/69,7.35,A
USGS,10337000,10/28/69,7.34,A
USGS,10337000,10/29/69,7.34,A
USGS,10337000,10/30/69,7.33,A
USGS,10337000,10/31/69,7.32,A
USGS,10337000,11/1/69,7.32,A
USGS,10337000,11/2/69,7.32,A
USGS,10337000,11/3/69,7.3,A
USGS,10337000,11/4/69,7.27,A
USGS,10337000,11/5/69,7.34,A
USGS,10337000,11/6/69,7.31,A
USGS,10337000,11/7/69,7.28,A
USGS,10337000,11/8/69,7.3,A
USGS,10337000,11/9/69,7.27,A
USGS,10337000,11/10/69,7.25,A
USGS,10337000,11/11/69,7.25,A
USGS,10337000,11/12/69,7.24,A
USGS,10337000,11/13/69,7.23,A
USGS,10337000,11/14/69,7.23,A
USGS,10337000,11/15/69,7.23,A
USGS,10337000,11/16/69,7.22,A
USGS,10337000,11/17/69,7.21,A
USGS,10337000,11/18/69,7.2,A
USGS,10337000,11/19/69,7.2,A
USGS,10337000,11/20/69,7.2,A
USGS,10337000,11/21/69,7.19,A
USGS,10337000,11/22/69,7.18,A
USGS,10337000,11/23/69,7.18,A
USGS,10337000,11/24/69,7.17,A
USGS,10337000,11/25/69,7.16,A
USGS,10337000,11/26/69,7.15,A
USGS,10337000,11/27/69,7.15,A
USGS,10337000,11/28/69,7.13,A
USGS,10337000,11/29/69,7.12,A
USGS,10337000,11/30/69,7.11,A
USGS,10337000,12/1/69,7.1,A
USGS,10337000,12/2/69,7.09,A
USGS,10337000,12/3/69,7.09,A
USGS,10337000,12/4/69,7.07,A
USGS,10337000,12/5/69,7.05,A
USGS,10337000,12/6/69,7.04,A
USGS,10337000,12/7/69,7.02,A
USGS,10337000,12/8/69,7.03,A
USGS,10337000,12/9/69,7.02,A
USGS,10337000,12/10/69,7,A
USGS,10337000,12/11/69,7.02,A
USGS,10337000,12/12/69,6.98,A
USGS,10337000,12/13/69,6.98,A
USGS,10337000,12/14/69,6.96,A
USGS,10337000,12/15/69,6.96,A
USGS,10337000,12/16/69,6.93,A
USGS,10337000,12/17/69,6.95,A
USGS,10337000,12/18/69,6.93,A
USGS,10337000,12/19/69,6.99,A
USGS,10337000,12/20/69,7.1,A
USGS,10337000,12/21/69,7.28,A
USGS,10337000,12/22/69,7.27,A
USGS,10337000,12/23/69,7.4,A
USGS,10337000,12/24/69,7.51,A
USGS,10337000,12/25/69,7.58,A
USGS,10337000,12/26/69,7.59,A
USGS,10337000,12/27/69,7.58,A
USGS,10337000,12/28/69,7.56,A
USGS,10337000,12/29/69,7.55,A
USGS,10337000,12/30/69,7.54,A
